RMSE_xgb
1.902926081798034
3.3650864201471204
1.4237254661702428
1.4079038450022447
3.330480091426947
2.0392841906651924
2.212176923622961
3.024843925108414
2.039707795289615
1.5165210505402873
1.9883528032905087
1.1549749245153353
1.5925099229035964
1.6341981857557444
1.234044306710909
1.4503424465245947
1.4929432638201212
1.3704499767449119
2.791596326904105
3.0009761656456178
1.545378910414506
2.1855371174605587
1.4563881056441688
3.831922981835259
3.1798838437548422
1.3344850339983445
1.1571384096365225
1.0643871635051434
1.4614639153304085
1.7802809899538912
